Deliverable type,Priority,Production Pipeline,Project Type,Task Count
1502,3,0,1,11
1306,3,0,1,17
1501,3,0,1,8
1006,5,0,1,27
0,2,30,2,3
1502,3,0,1,65
1501,5,0,1,16
0,2,30,2,4
0,2,30,2,4
0,3,12,2,9
1606,3,0,1,11
1306,2,29,1,20
0,3,30,2,6
1003,5,0,1,14
0,4,6,2,127
1503,1,0,1,97
1204,3,0,1,47
1606,3,0,1,14
1606,5,0,1,5
1008,5,0,1,14
1306,3,0,1,26
1306,3,0,1,108
2001,3,0,1,40
1502,3,0,1,13
1502,3,0,1,13
1502,3,0,1,13
1502,3,0,1,12
1501,3,0,1,77
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
0,1,21,2,24
1306,3,0,1,18
1011,5,0,1,21
1005,2,17,2,124
1502,3,0,1,12
11,3,0,1,20
1502,3,0,1,12
1502,3,0,1,12
1503,1,0,1,96
1503,1,0,1,86
1,5,0,1,5
1007,5,0,1,10
1,3,0,1,20
1501,3,0,1,14
1,5,0,1,3
1007,5,0,1,11
1306,3,0,1,29
1503,1,0,1,62
1503,1,0,1,31
1503,1,0,1,33
1501,3,0,1,11
1503,3,0,1,26
1502,3,0,1,20
1501,3,0,1,8
1018,3,0,1,8
1018,3,0,1,9
1306,3,0,1,26
1306,3,0,1,26
1018,3,0,1,9
1501,3,0,1,17
2001,3,0,1,18
1501,2,0,1,19
1501,3,0,1,12
1006,1,17,4,11
1506,2,0,1,10
1501,2,0,1,84
1306,3,0,3,343
1502,3,0,1,16
1205,3,0,1,18
1205,3,0,1,17
0,3,6,2,15
1606,3,0,1,16
1205,3,0,1,18
3,3,0,1,21
1018,3,0,1,12
1504,3,0,1,19
1501,3,0,1,19
1201,3,0,3,20
1506,3,0,1,14
2001,3,0,1,53
2001,3,0,1,45
1506,3,0,1,13
2001,3,0,1,19
1709,3,0,1,12
1306,3,0,1,26
2001,3,0,1,17
2001,3,0,1,17
1205,3,0,3,444
1501,3,0,1,15
1501,5,0,1,17
1205,3,0,3,542
2001,3,0,1,33
1501,3,0,1,10
1306,3,0,1,7
1501,3,0,1,16
1009,5,0,1,9
1502,3,0,3,157
1502,3,0,1,13
1020,5,0,1,14
0,1,29,2,14
0,1,29,2,13
2001,3,0,1,19
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1306,3,0,1,10
2001,3,0,1,6
2001,5,0,1,15
2001,3,0,1,20
1501,3,0,1,17
1306,3,0,1,214
1002,3,0,1,17
1502,3,0,1,12
1205,3,0,3,1038
1501,3,0,1,28
2001,3,0,1,17
1502,3,0,1,12
1205,3,0,3,844
1205,3,0,3,844
2001,3,0,1,18
1501,3,0,1,87
1501,3,0,1,11
9,3,0,1,19
1501,3,0,1,16
1501,3,0,1,81
1204,2,0,1,161
0,3,28,2,29
3,3,0,1,19
2,3,0,1,19
1,3,0,1,20
0,3,29,2,4
1501,3,0,1,13
1501,3,0,1,20
3,3,0,1,27
1505,3,0,1,5
1205,5,0,1,16
1305,5,0,1,3
1205,3,0,1,15
1502,3,0,1,30
1606,5,28,1,20
1005,3,0,1,15
1005,3,0,1,16
1506,3,0,1,17
2001,3,0,1,29
1502,3,0,1,19
1005,5,0,1,17
1005,5,0,1,16
1501,3,0,1,232
1501,5,0,1,10
1501,3,0,1,10
1006,3,0,1,3
1502,3,0,1,12
1006,5,0,1,7
2001,3,0,1,85
1506,3,0,1,17
1701,3,0,1,18
1502,3,0,1,12
1501,5,0,1,10
1006,5,0,1,16
1501,5,0,1,10
1502,3,0,1,12
1011,5,0,1,48
1606,3,0,1,9
1507,5,0,1,30
1502,3,0,1,12
1502,3,0,1,12
1012,5,0,1,13
2001,3,0,1,19
1501,5,0,1,9
2001,3,0,1,20
1501,3,0,1,13
2001,3,0,1,21
1708,3,0,1,13
1306,3,0,1,29
1501,3,0,1,12
1501,3,0,1,49
1005,5,0,1,14
1306,3,0,1,42
2001,3,0,1,47
1018,3,0,1,8
1205,3,0,3,867
1306,3,0,1,26
1306,3,0,1,26
1606,3,0,1,9
1306,3,0,1,16
1501,3,0,1,10
1306,3,0,1,11
2001,3,0,1,18
1001,3,0,3,270
1502,3,0,1,11
1502,3,0,1,31
1018,3,0,1,22
1502,3,0,1,20
1502,3,0,1,21
1018,3,0,1,17
1502,3,0,1,12
1018,3,0,1,9
1708,3,0,1,11
1608,3,0,3,32
2101,5,0,1,10
1501,3,0,1,16
2001,3,0,1,27
1306,3,0,1,29
2001,3,0,1,25
1502,3,0,1,17
1501,3,0,1,19
1006,5,0,1,60
1006,3,0,1,12
1501,3,0,1,111
1306,3,0,1,26
1018,3,0,1,8
1009,5,0,1,11
1003,5,0,1,14
1506,3,0,1,17
0,4,6,0,23
1506,3,0,1,17
1501,3,0,1,11
1606,5,0,1,5
2004,3,0,1,12
1101,3,0,1,17
2001,3,0,1,18
1003,5,0,1,2
1501,3,0,1,20
1501,3,0,1,16
1501,3,0,1,12
2001,3,0,1,21
1502,3,0,1,14
2001,3,0,1,19
0,3,0,2,16
1006,3,0,1,104
1502,3,0,1,12
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
2001,3,0,1,18
1306,3,0,1,14
1306,3,0,1,90
2001,3,0,1,20
1020,3,0,1,15
1306,3,0,1,43
1006,5,0,1,17
1502,3,0,1,46
2001,3,0,1,21
1007,3,0,1,11
1012,3,0,1,10
1012,5,0,1,13
1306,3,0,1,70
1006,5,0,1,20
1501,3,0,1,15
1501,3,0,1,27
1306,3,0,1,82
0,4,12,2,3
1018,3,0,1,8
1018,3,0,1,9
0,3,17,2,23
1501,3,0,1,100
1502,3,0,1,7
2001,3,0,1,12
1205,3,0,1,85
1501,3,0,1,57
1501,2,30,2,12
1003,3,0,1,10
1606,1,0,1,28
1605,3,0,1,18
1017,5,0,1,14
1501,3,0,1,8
1501,3,0,1,10
1701,5,26,3,45
0,3,21,2,33
1003,5,0,1,34
1501,3,0,1,81
0,3,12,0,11
1501,3,0,3,17
1005,5,0,1,37
1501,3,0,1,70
0,5,28,2,1
0,4,12,2,31
1606,1,0,1,16
1501,3,0,1,13
0,4,12,2,65
0,4,12,2,32
1606,3,0,1,10
1018,3,0,1,17
1018,3,0,1,17
1,3,0,1,20
1302,3,0,1,10
1018,3,0,1,17
1501,3,0,1,12
1502,3,0,1,13
1501,5,29,1,84
1003,5,0,1,33
1205,3,0,1,20
1009,5,0,1,12
1205,2,30,2,8
1503,3,0,1,244
1306,3,0,1,40
1306,3,0,1,42
1306,3,0,1,12
1306,2,0,1,93
1605,3,0,1,18
1007,3,0,1,15
1501,3,0,1,34
1018,3,0,1,9
1001,3,0,1,16
1003,5,0,1,34
1003,5,0,1,34
1003,5,0,1,34
1003,5,0,1,34
1003,5,0,1,34
1002,2,17,2,54
1003,5,0,1,34
1306,3,0,1,10
1201,3,0,1,3
2001,3,0,2,17
1306,3,0,1,50
0,4,12,2,15
1306,3,0,1,9
0,1,0,2,3
1701,5,26,3,136
1012,5,0,1,15
1306,3,0,1,7
1012,5,0,1,15
1003,5,0,1,34
1306,3,0,1,10
1012,5,0,1,13
1502,3,0,1,11
1205,3,14,2,50
1017,5,0,1,14
1001,3,0,1,21
1711,3,0,3,105
1012,5,0,1,14
1018,3,0,1,10
0,2,13,2,12
2006,2,18,2,8
0,3,0,0,1
1502,3,0,1,65
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
2007,2,13,2,10
0,3,0,0,1
1006,3,0,1,342
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
1306,3,0,1,77
1,3,0,1,24
1306,3,0,3,366
1501,3,0,1,15
1401,3,0,3,25
1605,3,0,1,21
1001,3,0,1,11
1712,3,5,3,23
1502,3,0,1,17
1006,3,0,1,48
1501,3,0,1,17
1009,3,0,1,4
1501,3,0,1,16
1009,3,0,1,4
2001,3,0,1,19
1006,3,0,1,56
1502,3,0,1,17
1701,5,26,3,54
1006,3,0,1,40
1005,3,0,1,8
1712,5,5,3,32
1712,5,5,3,21
1502,3,0,1,18
1502,3,0,1,17
0,5,23,3,32
1018,3,0,1,11
0,2,17,2,27
1003,5,0,1,34
1306,3,0,1,10
1006,3,0,1,18
1605,3,0,1,22
1605,3,0,1,23
0,3,0,0,1
1605,3,0,1,21
1605,3,0,1,23
1605,3,0,1,21
1018,3,0,1,7
1606,3,0,1,15
1605,3,0,1,17
1501,3,0,1,14
0,3,13,2,19
0,3,28,2,129
0,3,21,2,39
1606,3,0,1,5
0,3,30,2,33
1501,3,0,1,97
2101,3,0,1,18
1009,5,0,1,9
2004,3,0,1,14
1018,3,0,1,9
1018,3,0,1,9
1002,2,17,2,46
1501,3,0,1,16
9,3,0,1,16
1606,5,0,1,12
1006,3,0,1,144
2001,3,0,1,11
2001,3,0,1,18
1609,3,0,3,16
2001,3,0,1,19
1502,3,0,1,13
1013,3,0,1,19
1501,3,0,1,15
1606,3,0,1,1
1007,3,0,1,9
1012,5,0,1,13
1012,5,0,1,12
1501,3,0,1,10
1006,3,0,1,43
1606,3,0,1,7
2,3,0,1,20
0,2,21,2,5
1,3,0,1,8
1007,3,0,1,9
1007,3,0,1,9
1502,3,0,1,13
1003,3,0,1,10
1805,3,0,1,16
2,3,0,1,24
1502,3,0,1,31
1501,3,0,1,12
1502,3,0,1,31
1502,3,0,1,12
1503,3,0,1,33
2001,3,0,1,17
2001,3,0,1,12
1502,3,0,1,17
1501,3,0,1,14
1016,3,0,1,14
1101,3,0,1,7
1501,3,0,1,20
1306,3,0,1,10
1501,3,0,1,21
1306,3,0,1,10
1306,3,0,1,14
1306,3,0,1,14
1012,3,0,1,21
1503,3,0,1,85
1,3,0,1,5
0,1,27,2,17
1501,3,0,1,79
0,1,27,2,19
1306,3,0,1,19
2001,3,0,1,16
1503,3,0,1,266
4,3,0,1,20
1306,3,0,1,29
1005,5,0,1,14
1501,3,0,1,6
1205,2,0,3,170
1204,2,0,1,379
1012,5,0,1,10
1502,3,0,1,12
1607,3,0,3,80
1711,1,26,3,26
1006,3,0,1,319
1305,3,0,1,7
1,3,0,1,15
1501,3,0,1,10
1018,3,0,1,28
1302,3,0,1,8
1401,5,24,3,57
1018,3,0,1,8
2001,3,0,1,20
1501,3,0,1,17
1018,3,0,1,9
1018,3,0,1,12
2001,3,0,1,19
1011,3,0,1,49
1306,3,0,1,10
1502,3,0,1,13
1501,3,0,1,9
1012,5,0,1,4
1013,5,0,1,12
1501,3,0,1,15
2001,3,0,1,18
1013,5,0,1,12
1501,3,0,1,18
1306,3,0,1,31
1306,3,0,1,105
1501,3,0,1,7
1502,3,0,1,12
1005,2,17,1,2
1501,3,0,1,73
1606,5,26,3,48
0,3,0,0,1
1604,3,0,1,12
1302,3,0,1,19
11,3,0,1,8
1502,3,0,1,38
1401,3,22,3,58
11,3,0,1,8
1502,3,0,1,12
1302,3,0,3,43
2001,3,0,1,20
1305,2,23,3,39
1,3,0,1,7
1018,3,0,1,10
1015,3,0,1,4
1606,5,0,1,12
1015,3,0,1,4
2004,3,0,1,15
1501,3,0,1,15
1101,3,0,1,9
1502,3,0,1,12
0,3,0,2,73
2004,5,0,1,8
1003,3,0,1,9
2001,3,0,1,20
1804,3,0,1,4
2001,3,0,1,60
1204,3,0,1,50
1205,3,0,1,27
1204,3,0,1,50
1204,3,0,1,40
1204,3,0,1,50
1204,3,0,1,40
1501,3,0,1,2
1606,5,0,1,12
1502,3,0,1,12
1606,5,0,1,12
1502,3,0,1,14
1018,3,0,1,10
1501,2,18,4,4
0,2,29,2,16
0,3,0,0,1
1502,3,0,1,13
1711,3,0,3,28
0,2,11,2,44
1502,3,0,1,12
1302,5,0,1,14
1018,3,0,1,9
1012,5,0,1,13
1715,5,22,3,44
1006,3,0,1,96
2004,3,0,1,13
2004,3,0,1,13
1501,3,0,1,111
1306,3,0,1,42
1205,3,0,1,27
1021,3,0,1,14
0,3,0,0,1
1205,3,0,1,23
1502,3,0,1,11
1804,3,0,1,17
1006,3,0,3,26
2004,5,0,1,7
2004,5,0,1,8
1306,3,0,1,91
1005,5,0,1,14
2001,3,0,1,49
1012,5,0,1,14
1306,3,0,1,49
1306,3,0,1,12
1005,5,0,1,14
1306,3,0,1,24
1205,3,0,1,71
1609,3,0,3,6
1609,3,0,3,8
0,3,0,0,1
1502,3,0,1,206
1501,3,0,1,510
1604,3,0,3,9
1018,3,0,1,8
1502,3,0,1,12
1501,3,0,1,47
1502,3,0,1,12
1501,3,0,1,15
1502,3,0,1,12
1502,3,0,1,12
1606,5,0,1,11
1606,5,0,1,14
1306,1,0,1,12
1502,3,0,1,80
1606,5,0,1,12
1503,3,0,1,47
1306,3,0,1,112
1501,3,0,1,13
1502,3,0,1,21
1501,3,0,2,17
1205,1,0,1,48
1018,3,0,1,9
1609,3,0,3,8
1306,3,0,1,61
11,3,0,1,8
11,3,0,1,8
11,3,0,1,8
1609,3,0,3,13
1020,5,0,1,26
0,3,17,2,1
1502,3,0,1,12
1502,3,0,1,41
1501,3,0,1,75
1502,3,0,1,13
1501,3,0,1,41
1502,3,0,1,12
1305,3,0,1,3
1709,5,26,3,52
2001,3,0,1,18
1005,5,0,1,14
1018,3,0,1,10
1306,3,0,1,42
1012,5,0,1,47
1002,3,0,1,6
0,2,24,2,11
1009,5,0,1,11
1501,3,0,1,79
1018,3,0,1,8
1009,5,0,1,11
0,3,0,0,1
1501,3,0,1,21
1502,3,0,1,30
1502,3,0,1,12
1202,3,0,3,514
1012,5,0,1,15
11,3,0,1,8
1502,3,0,1,12
11,3,0,1,8
11,3,0,1,8
1306,3,0,1,10
1306,3,0,1,10
1502,3,0,1,77
1306,3,0,1,10
1306,3,0,1,10
1017,5,0,1,13
1606,3,0,3,10
1006,3,0,1,2
1502,3,0,1,17
1502,3,0,1,9
1610,3,0,3,268
1606,1,0,1,16
1606,1,0,1,16
1606,1,0,1,16
1606,1,0,1,16
1606,1,0,1,16
1606,1,0,1,16
1606,1,0,1,16
1606,2,0,1,16
1606,1,0,1,16
1606,1,0,1,17
1606,1,0,1,16
1006,3,0,1,117
2,3,0,1,8
1501,3,0,1,16
1802,2,0,1,10
1801,3,0,1,23
1306,3,0,1,18
2,3,0,1,21
1205,3,0,1,42
1205,3,0,1,31
1205,3,0,1,31
1801,2,0,3,16
1503,3,0,1,306
1306,3,0,1,38
1306,3,0,1,26
1205,3,0,1,30
1306,3,0,1,81
1306,3,0,1,74
1501,3,0,1,15
1,3,0,1,8
1,3,0,1,19
1306,3,0,1,76
1606,3,0,1,11
1306,3,0,1,42
1306,3,0,1,17
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1003,3,0,1,10
1012,3,0,1,10
1306,3,0,1,10
0,3,28,2,10
1503,3,0,1,256
1606,3,5,2,8
1,3,0,1,21
1606,5,0,1,12
1306,3,0,1,42
1007,3,0,1,13
1501,3,0,1,21
1202,3,0,1,279
1306,3,0,1,28
1009,5,0,1,7
1709,3,0,1,8
1501,3,0,1,10
1606,3,0,1,39
1306,3,0,1,42
1701,5,26,3,237
1401,5,24,3,18
1701,5,26,3,36
1502,3,0,1,80
1501,3,0,1,37
1501,3,0,1,31
1502,3,0,1,12
1502,3,0,1,12
1501,3,0,1,105
1501,3,0,1,102
1708,3,0,1,16
1306,3,0,1,4
1205,3,0,1,18
1709,3,0,1,11
1,3,0,1,20
1708,5,26,3,32
1205,3,0,1,18
2001,3,0,1,17
1018,3,0,1,10
2,3,0,1,20
1005,3,0,1,20
1,3,0,1,19
1018,3,0,1,38
1502,3,0,1,12
1005,5,0,1,34
0,1,5,2,9
1708,3,0,1,10
1002,3,0,1,17
1305,3,0,1,5
1005,5,0,1,33
1005,5,0,1,4
1005,5,0,1,4
1005,5,0,1,4
1005,5,0,1,4
1501,3,0,1,47
2001,3,0,1,13
1502,3,0,1,13
1606,3,0,3,334
2001,3,0,1,14
1018,3,0,1,9
4,3,0,1,20
1501,3,0,1,15
1501,3,0,1,17
1003,3,0,1,12
1018,3,0,1,8
1018,3,0,1,8
0,3,6,2,9
0,3,30,2,5
1305,3,0,1,8
1501,3,0,1,20
1502,3,0,1,14
1101,3,0,1,10
1306,3,0,1,14
1801,2,0,1,8
1502,3,0,1,12
2006,3,13,2,10
1502,3,0,1,12
1013,3,0,1,15
1018,3,0,1,8
1306,3,0,1,91
1013,5,0,1,14
1014,3,0,1,12
0,1,22,2,8
1205,3,0,1,66
1501,3,0,1,21
1606,5,0,1,12
1501,3,0,1,18
1306,3,0,1,10
1502,3,0,1,179
1306,3,0,1,26
1502,3,0,1,12
1306,3,0,1,49
1018,3,0,1,8
1705,3,0,1,13
1501,3,0,1,65
0,2,6,2,11
1502,3,0,1,8
2001,3,0,1,14
0,3,0,0,1
1501,3,0,1,15
2001,3,0,1,12
1805,1,0,1,3
4,3,0,1,18
1502,3,0,1,7
1205,3,0,1,34
2001,3,0,1,18
1501,3,0,1,17
11,3,0,1,8
1401,3,22,3,38
1306,3,0,1,30
2001,3,0,1,18
1007,3,0,1,16
2001,3,0,1,18
1714,3,23,3,61
1502,3,0,1,10
1502,3,0,1,12
1012,5,0,1,13
1012,5,0,1,14
1708,1,26,1,24
4,3,0,1,18
2001,3,0,1,25
1805,2,0,1,6
1306,3,0,3,45
1306,3,0,1,78
1205,3,0,1,18
1502,3,0,1,17
1502,3,0,1,18
1018,3,0,1,8
1502,3,0,1,20
0,3,12,2,11
1018,3,0,1,8
1501,3,0,3,35
0,3,12,2,11
1012,3,0,1,16
1007,5,0,1,14
1502,3,0,1,12
2001,3,0,1,18
1502,3,0,1,12
1501,3,0,1,18
1502,3,0,1,12
1006,3,0,1,62
1502,3,0,1,65
0,2,14,2,8
1705,3,0,3,8
1502,3,0,1,17
1006,2,0,1,6
1805,3,0,1,29
1802,2,0,1,7
1801,2,0,1,9
1205,2,14,4,72
1002,5,0,1,139
1306,3,0,1,74
2101,2,0,1,27
1709,3,0,1,24
1507,3,0,1,15
1005,3,0,1,16
1020,5,0,1,12
1103,3,17,2,5
2004,2,0,1,17
1006,3,0,1,31
0,3,0,0,1
1306,3,0,1,10
2001,3,0,1,20
1502,3,0,1,13
1018,3,0,1,9
1502,3,0,1,7
1305,3,0,1,11
1018,3,0,1,9
1018,3,0,1,9
1306,3,0,1,76
0,3,0,0,1
1306,1,0,1,112
1306,3,0,1,20
1701,5,26,3,63
1711,3,26,3,72
0,3,0,0,1
1701,3,26,3,25
2004,3,0,1,1
1205,3,0,1,26
1012,5,0,1,13
1012,5,0,1,14
1606,3,0,1,19
1012,5,0,1,14
1502,3,0,1,88
1501,3,0,1,2
0,3,9,2,9
4,3,0,1,20
1012,5,0,1,15
1306,3,0,1,19
0,3,14,2,14
1302,3,0,1,11
2001,3,0,1,24
1306,3,0,1,103
1712,2,5,3,5
1606,2,5,1,17
1501,3,0,1,16
1205,3,0,1,119
1502,3,0,1,13
1306,3,0,1,8
0,3,0,0,1
1018,3,0,1,8
1305,3,0,1,16
2,3,16,2,4
1006,5,0,1,34
1501,3,0,1,14
1,3,0,1,20
1,3,0,1,20
1501,3,0,1,15
1801,2,0,1,12
1006,5,0,1,35
1801,2,0,1,13
1006,5,0,1,33
1805,2,0,3,14
1102,3,25,3,51
1501,3,0,1,19
2101,2,29,1,3
1306,1,0,1,52
2001,3,0,1,22
1501,3,0,1,7
1306,3,0,1,7
10,5,0,1,2
1302,3,0,1,10
1205,3,0,1,17
1005,5,0,1,14
1502,3,0,1,13
1502,3,0,1,12
1502,3,0,1,12
1306,3,0,1,37
1606,3,0,1,1
1018,3,0,1,5
1701,5,26,3,49
1306,3,0,1,112
1501,3,0,1,82
1606,3,0,1,5
1606,3,0,1,5
2001,3,0,1,19
1018,3,0,1,9
1501,3,0,1,22
1018,3,0,1,10
1502,3,0,1,10
1502,3,0,1,7
1502,3,0,1,11
1018,3,0,1,8
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,13
1606,3,0,1,14
1018,3,0,1,9
1018,3,0,1,8
2001,3,0,1,17
1018,3,0,1,8
1018,3,0,1,9
1018,3,0,1,9
2101,3,0,1,7
1306,3,0,1,12
2001,3,0,1,45
1503,3,0,1,30
0,1,19,2,36
0,3,17,2,5
1501,3,0,1,14
1502,3,0,1,12
1502,3,0,1,12
1007,3,0,1,23
0,2,17,2,7
1502,3,0,1,17
1009,5,0,1,13
1502,3,0,1,17
1306,3,0,1,26
1501,3,0,1,68
2001,3,0,1,13
1006,3,0,1,111
2001,3,0,1,22
1501,3,0,1,39
2001,3,0,1,23
1018,3,0,1,6
1502,3,0,1,13
2001,3,0,1,21
1502,3,0,1,12
1606,2,5,1,16
1606,3,0,1,13
1606,3,5,1,13
1606,3,0,1,13
1606,2,0,1,13
1606,2,0,1,12
1606,3,5,1,13
1712,3,5,1,12
1701,2,27,3,37
11,3,0,1,73
2001,3,0,1,20
2001,3,0,1,12
2001,3,0,1,20
4,3,0,1,19
2001,3,0,1,18
1012,5,0,1,14
1306,3,0,1,16
1503,3,0,1,95
2001,3,0,1,12
1502,3,0,1,16
1602,3,0,1,3
1606,3,0,3,57
2004,2,21,2,4
1001,3,0,1,10
0,3,0,0,1
1502,3,0,1,17
1709,3,0,1,30
1104,3,0,1,55
1501,3,0,2,17
1503,3,0,1,82
1104,3,0,1,56
1104,3,0,1,55
4,3,0,1,21
1104,3,0,1,55
1005,2,0,1,178
1502,3,0,1,12
1001,3,0,1,10
1104,3,0,1,55
1502,3,0,1,12
1104,3,0,1,55
1502,3,0,1,12
1001,3,0,1,10
1001,3,0,1,10
1104,3,0,1,55
2001,3,0,1,19
2001,3,0,1,20
1001,5,0,1,16
1104,3,0,1,54
2001,3,0,1,14
2001,3,0,1,14
1502,3,0,1,18
1502,3,0,1,19
1003,4,17,2,138
1306,3,0,1,8
1101,3,0,1,21
1002,5,0,1,475
1502,3,0,1,19
1502,3,0,1,19
1005,2,0,1,185
1016,4,0,1,11
1502,3,0,1,19
1013,3,0,1,16
1709,3,0,1,11
1701,5,26,1,17
1007,3,0,1,16
1502,3,0,1,28
1502,3,0,1,18
0,3,11,2,3
1501,3,0,1,11
1006,5,0,1,42
1606,5,0,1,12
2001,3,0,1,18
1205,3,0,1,16
1501,3,0,1,24
1501,3,0,1,10
1,3,0,1,14
1502,3,0,1,14
1005,3,0,1,16
1502,3,0,1,12
0,5,28,2,20
2001,3,0,1,48
1006,3,0,1,45
1502,3,0,1,22
1505,3,0,3,22
1709,3,0,1,11
2001,3,0,1,10
1501,3,0,3,3
1002,1,0,1,4
1401,5,24,3,38
1306,3,29,1,67
1502,3,0,1,13
1502,3,0,1,12
1502,3,0,1,14
0,2,30,2,14
1018,3,0,1,8
1306,3,0,1,16
1009,3,0,1,5
1501,5,0,3,7
1501,3,0,1,18
1204,3,0,1,18
1502,2,0,1,20
1704,3,0,3,22
1501,3,0,1,13
1,3,0,3,20
1501,3,0,1,1
1506,3,0,1,25
1502,3,0,1,15
1701,5,26,3,47
1502,3,0,1,14
1606,3,0,3,7
1503,3,0,1,77
1504,3,0,1,23
1606,5,0,1,13
1606,3,0,3,84
1502,3,0,1,84
1013,3,0,1,17
2001,3,0,1,8
1701,3,0,1,8
1006,2,0,1,14
1006,3,0,1,18
1804,3,0,1,4
1502,3,0,1,13
1306,5,0,1,7
1501,3,0,1,187
2001,3,0,1,31
1708,3,0,1,9
2001,3,0,1,20
1001,5,0,1,14
1001,5,0,1,8
2001,3,0,1,19
1501,3,0,1,97
1502,3,0,1,14
2001,3,0,1,19
0,5,27,2,10
2001,3,0,1,17
1101,3,0,1,34
1306,3,0,1,113
1006,3,0,1,37
1101,3,0,1,33
1101,3,0,1,35
1006,3,0,1,45
1006,3,0,1,45
1006,3,0,1,45
1101,3,0,1,39
1501,3,0,1,10
1501,3,0,1,54
1306,3,0,1,42
4,3,0,1,19
1003,5,0,1,10
1205,1,0,1,22
1501,3,0,1,4
1012,5,0,1,14
1702,5,27,3,43
1502,3,0,1,20
1501,3,0,1,20
10,3,0,1,8
10,3,0,1,8
1401,3,23,3,31
1001,5,0,1,37
2003,2,0,1,13
2001,3,0,1,18
1306,3,0,1,15
1501,3,0,1,18
2001,3,0,1,17
1501,3,0,1,19
1012,5,0,1,14
1002,5,0,1,35
1020,5,0,1,14
1204,2,17,2,109
1006,5,0,1,32
1012,5,0,1,14
2007,2,0,1,1
1012,5,0,1,14
1606,5,0,1,12
1012,5,0,1,14
0,1,24,2,14
1306,3,0,1,19
1006,3,0,1,45
1306,1,0,1,76
4,3,0,1,19
1503,3,0,1,74
4,3,0,1,16
9,3,0,1,20
1205,5,0,3,19
1607,3,0,3,66
1502,3,0,1,14
2101,3,0,1,9
1502,3,0,1,17
1502,3,0,1,25
1306,2,0,1,48
2003,2,0,1,4
1701,5,26,3,26
1606,5,0,1,12
1306,3,0,3,83
1504,3,0,1,22
1306,3,0,1,85
1018,3,0,1,13
1502,3,0,1,14
1205,3,0,1,315
1007,3,0,1,10
1012,3,0,1,18
1002,3,0,1,10
1501,3,0,1,12
1606,5,0,1,12
1606,5,0,1,13
1606,5,0,1,12
1606,5,0,1,7
1501,3,0,1,92
1606,5,0,1,11
1204,2,0,1,195
1501,3,0,1,9
1102,5,26,3,26
1306,3,0,1,42
1501,3,0,1,26
1501,3,0,1,20
1302,3,0,1,8
2,3,0,1,20
1501,3,0,1,245
1306,3,0,1,50
1501,3,0,1,233
1501,3,0,1,9
1804,3,0,1,19
2001,3,0,1,33
1,3,0,1,20
1502,3,0,1,65
1501,3,0,1,83
1012,5,0,1,14
1006,3,0,1,3
1018,3,0,1,9
1018,3,0,1,9
1306,3,0,1,23
1306,3,0,1,82
1502,3,0,1,20
1606,3,0,3,34
1606,3,0,3,236
1006,3,0,1,93
1501,3,0,1,8
0,3,0,0,1
0,4,12,2,14
1002,5,0,1,94
0,4,6,2,66
1013,5,0,1,15
1606,3,0,1,12
1016,5,0,1,7
1201,3,0,3,115
1306,3,0,1,5
1501,3,0,1,14
1306,3,0,1,92
1205,3,0,1,18
1501,3,0,1,15
1501,3,0,1,16
1306,3,0,1,33
1606,5,0,1,12
1503,3,0,1,35
1502,3,0,1,12
1306,3,0,1,19
2001,3,0,1,13
2001,3,0,1,19
1101,3,0,1,10
1306,3,0,1,16
1501,3,0,1,11
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,13
1501,3,0,1,20
1502,3,0,1,17
1502,3,0,1,14
0,2,12,2,12
1205,3,17,1,18
0,3,24,2,10
1606,3,0,1,16
1606,5,0,1,12
1613,3,26,3,14
1607,3,0,3,117
1606,2,26,2,21
2,3,0,1,22
1302,3,0,1,3
0,3,12,2,9
1609,3,0,3,9
1306,3,0,1,6
2001,3,0,1,20
1501,3,0,1,15
2001,3,0,1,19
1305,3,0,1,4
2001,3,0,1,18
1608,3,0,3,10
1501,3,0,1,19
2,3,0,1,21
2001,3,0,1,18
1006,3,0,1,15
1803,3,14,2,5
1501,3,0,1,17
1101,3,0,1,4
0,4,17,2,16
1501,3,0,1,15
1501,3,0,1,16
1501,3,0,1,16
1606,5,0,1,12
1012,5,0,1,14
1501,3,0,1,19
1306,3,0,1,34
1306,3,0,1,7
1018,3,0,1,9
1501,3,0,1,14
1501,3,0,1,21
1303,3,0,1,4
1502,3,0,1,90
1502,3,0,1,12
1502,3,0,1,12
1502,3,0,1,12
1005,2,0,1,184
1502,3,0,1,11
1007,3,0,1,9
1306,3,0,1,42
1007,3,0,1,14
1014,5,0,1,12
1205,3,0,1,19
1501,3,0,1,4
1708,3,0,1,11
1205,3,0,1,62
1202,3,0,3,31
